State,Organization,School Name,Reporting Year,Site ID (from CISDM),NCES School ID,CIS Model or GYS?,Non-traditional school?,Site Category,Site Type,"SC Presence at School:
 None (0 Hrs), (<32hrs) Part Time, (32+) Full Time",Parents Engaged,Total Alumni Served,Student Enrollment,Number of Students w/ ONLY WS Supports,Non-Case Managed Students,Case Managed Students,Total Students Served,"Students, Female - American Indian","Students, Female - Asian","Students, Female-
 Native Hawaiian/Other Pacific Islander","Students, Female - Black","Students, Female - Hispanic","Students, Female - White","Students, Female - Two or More Races","Students, Female - Other","Students, Female - Unknown","Students, Male - American Indian","Students, Male - Asian","Students, Male - 
Native Hawaiian/Other Pacific Islander","Students, Male - Black","Students, Male - Hispanic","Students, Male - White","Students, Male - Two or More Races","Students, Male - Other","Students, Male - Unknown","Students, Other Gender - American Indian","Students, Other Gender - Asian","Students, Other Gender - 
Native Hawaiian/Other Pacific Islander","Students, Other Gender - Black","Students, Other Gender - Hispanic","Students, Other Gender - White","Students, Other Gender - Two or More Races","Students, Other Gender - Other Race","Students, Other Gender - Unknown Race","Students, Unknown Gender - American Indian","Students, Unknown Gender - Asian","Students, Unknown Gender - 
Native Hawaiian/Other Pacific Islander","Students, Unknown Gender - Black","Students, Unknown Gender - Hispanic","Students, Unknown Gender - White","Students, Unknown Gender - Two or More Races","Students, Unknown Gender - Other Race","Students, Unknown Gender - Unknown Race","Race/Gender
Total","Hispanic, Latino, or Spanish",Middle Eastern or North African (MENA),"Two or More
Ethnicities",None Listed,Unknown,"TOTAL
Ethnicity",Community Eligibility Provision,eligible FRPL,not eligible FRPL,unknown FRPL,FRPL - TOTAL (auto),Adj Youth - Yes,Adj Youth - No,Adj Youth - Unknown,Adj Youth - TOTAL (auto),Child of military - Yes,Child of military - No,Child of military - Unknown,Child of military - TOTAL (auto),ELL - Yes,ELL - No,ELL - Unknown,ELL - TOTAL (auto),Exposed to Trauma - Yes,Exposed to Trauma - No,Exposed to Trauma - Unknown,Exposed to Trauma - TOTAL (auto),Foster care/Group home - Yes,Foster care/Group home - No,Foster care/Group home - Unknown,Foster care/Group home - TOTAL (auto),Gang Involvement - Yes,Gang Involvement - No,Gang Involvement - Unknown,Gang Involvement - TOTAL (auto),Homeless - Yes,Homeless - No,Homeless - Unknown,Homeless - TOTAL (auto),Incarcerated parent - Yes,Incarcerated parent - No,Incarcerated parent - Unknown,Incarcerated parent - TOTAL (auto),LGBTQ+ - Yes,LGBTQ+ - No,LGBTQ+ - Unknown,LGBTQ+ - TOTAL (auto),Over age/Under credit - Yes,Over age/Under credit - No,Over age/Under credit - Unknown,Over age/Under credit - TOTAL (auto),Pregnant/ Parenting - Yes,Pregnant/ Parenting - No,Pregnant/ Parenting - Unknown,Pregnant/ Parenting - TOTAL (auto),Special Education - Yes,Special Education - No,Special Education - Unknown,Special Education - TOTAL (auto),Substance abuse - Yes,Substance abuse - No,Substance abuse - Unknown,Substance abuse - TOTAL (auto),Attendance: CM students w/ goal,Attendance: CM students met goal,"Attendance: CM students not met, with progress","Attendance: CM students not met, no progress",Behavior: CM students w/ goal,Behavior: CM students met goal,"Behavior: CM students not met, with progress","Behavior: CM students not met, no progress",Academics: CM students w/ goal,Academics: CM students met goal,"Academics: CM students not met, with progress","Academics: CM students not met, no progress",SEL: CM students w/ goal,SEL: CM students met goal,"SEL: CM students not met, with progress","SEL: CM students not met, no progress",SEL Metric Name,High Risk Behavior: CM students w/ goal,High Risk Behavior: CM students met goal,"High Risk Behavior: CM students not met, with progress","High Risk Behavior: CM students not met, no progress",College Readiness: CM students w/ goal,College Readiness: CM students met goal,"College Readiness: CM students not met, with progress","College Readiness: CM students not met, no progress",Career Readiness: CM students w/ goal,Career Readiness: CM students met goal,"Career Readiness: CM students not met, with progress","Career Readiness: CM students not met, no progress",K-11 Promoted,K-11 Graduated,K-11 Retained,K-11 Dropped Out,K-11 Transferred,K-11 GED,K-11 Expelled,K-11 Incarcerated,K-11 Deceased,K-11 Other,K-11 Unknown,K-11 TOTAL (auto),Grade 12 Graduated,Grade 12 Retained,Grade 12 Dropped Out,Grade 12 Transferred,Grade 12 GED,Grade 12 Expelled,Grade 12 Incarcerated,Grade 12 Deceased,Grade 12 Other,Grade 12 Unknown,Grade 12 TOTAL (auto),# of PreK Students,# of College Students,# of addl students (Other and Unknown Grade),EOY Status - TOTAL (auto),Grade 12 Graduated in 4 yrs,# Post-secondary School,Cert/ Apprentice,Associate,Bachelor,# Workforce,# Military,# Other,# Unknown,# Student Unsure,# Not Captured,Postsecondary- TOTAL (auto),Organization ID
LA,CIS of the Gulf South,Advantage Charter Academy,2023/2024 SY,422819,220026802385,CIS Model,No,Public Charter,Combined (any other K-12 combination),Full Time,200,0,525,400,3,53,453,0,0,0,30,0,2,2,0,0,0,0,0,15,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,33,20,53,Yes,53,0,0,53,3,50,0,53,1,52,0,53,53,0,0,53,46,7,0,53,1,52,0,53,0,53,0,53,3,50,0,53,7,46,0,53,3,50,0,53,0,53,0,53,0,53,0,53,9,44,0,53,3,50,0,53,43,10,21,12,0,0,0,0,0,0,0,0,43,8,19,16,"Academic Mindset (SEAD construct), Behavior Engagement, Cognitive Engagement, Emotional Engagement, Global Engagement (Engagement Survey), Other (SEL), Overall SEAD assessment score, Self Control (SEAD), Self-Perception (SEAD), Social Engagement, Social Support (SEAD)",0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,8,0,2,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Alternative Center for Education,2023/2024 SY,536500,129244000001,General Youth Services,Yes,Public School,Combined (any other K-12 combination),Full Time,100,0,159,137,31,22,159,0,0,0,10,1,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,21,0,22,Yes,22,0,0,22,10,12,0,22,1,21,0,22,1,21,0,22,14,8,0,22,0,22,0,22,3,19,0,22,0,22,0,22,1,21,0,22,1,21,0,22,1,21,0,22,0,22,0,22,5,17,0,22,5,17,0,22,22,14,1,7,22,21,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Anderson Middle School,2023/2024 SY,329929,220072000505,CIS Model,No,Public School,Middle ,Full Time,5,0,348,287,42,61,348,0,1,0,31,0,10,1,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,60,0,61,No,61,0,0,61,5,56,0,61,0,61,0,61,3,58,0,61,11,50,0,61,0,61,0,61,0,61,0,61,0,61,0,61,3,58,0,61,15,46,0,61,20,41,0,61,1,60,0,61,9,52,0,61,2,59,0,61,60,46,4,10,60,49,2,9,0,0,0,0,0,0,0,0,Overall SEAD assessment score,0,0,0,0,0,0,0,0,0,0,0,0,54,0,7,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Arthur Ashe Charter School,2023/2024 SY,242051,220019200947,CIS Model,No,Public Charter,Combined (any other K-12 combination),Full Time,125,0,780,660,16,104,764,0,0,0,41,5,0,0,0,0,0,0,0,51,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,8,0,0,67,28,103,,102,2,0,104,0,102,2,104,0,103,1,104,9,95,0,104,65,20,19,104,0,104,0,104,0,103,1,104,8,96,0,104,4,90,10,104,0,46,58,104,0,104,0,104,0,104,0,104,34,70,0,104,0,104,0,104,30,24,6,0,2,2,0,0,101,66,35,0,71,60,11,0,"Other (SEL), Overall SEAD assessment score, Self Control (SEAD)",0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,8,0,1,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Belle Place Elementary School,2023/2024 SY,536620,220072002479,CIS Model,No,Public School,Combined (any other K-12 combination),Part Time,55,0,383,330,37,51,381,0,0,0,5,0,15,1,0,0,0,0,0,10,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,51,,49,2,0,51,0,51,0,51,0,51,0,51,0,51,0,51,21,30,0,51,1,50,0,51,0,51,0,51,0,51,0,51,3,48,0,51,0,51,0,51,6,45,0,51,0,51,0,51,9,42,0,51,1,50,0,51,50,43,6,1,50,45,3,2,0,0,0,0,0,0,0,0,"Other (SEL), Overall SEAD assessment score",0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Belle Place Middle School,2023/2024 SY,536619,220072001927,CIS Model,No,Public School,Middle ,Part Time,30,0,335,290,27,42,332,0,0,0,12,2,16,0,0,0,0,0,0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,39,0,42,,42,0,0,42,1,41,0,42,0,42,0,42,3,39,0,42,23,19,0,42,0,42,0,42,0,42,0,42,1,41,0,42,1,41,0,42,2,40,0,42,7,35,0,42,0,42,0,42,7,35,0,42,3,39,0,42,40,26,10,4,40,35,3,2,0,0,0,0,0,0,0,0,Overall SEAD assessment score,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,2,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Benjamin Franklin High School,Not Reporting,516549,220029900888,,No,Public School,High,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Emotional Engagement, Overall SEAD assessment score",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Bonnabel Magnet Academy High School,Not Reporting,383495,220084000585,,No,Community-Based Site,Community-Based Site,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Bricolage Academy,Not Reporting,36502,220028902364,,No,Public Charter,Elementary,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other (SEL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33860
LA,CIS of the Gulf South,Caneview Elementary,2023/2024 SY,516555,220072002260,CIS Model,No,Public School,Combined (any other K-12 combination),Full Time,350,0,502,420,47,77,497,0,0,0,19,1,26,0,0,0,0,1,0,6,2,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,76,0,77,Yes,77,0,0,77,1,76,0,77,0,77,0,77,2,75,0,77,46,31,0,77,0,77,0,77,0,77,0,77,0,77,0,77,3,74,0,77,0,77,0,77,0,77,0,77,0,77,0,77,16,61,0,77,0,77,0,77,76,74,0,2,77,70,0,7,0,0,0,0,0,0,0,0,"Other (SEL), Overall SEAD assessment score, Social Awareness (SEAD)",0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,9,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,33860
